10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
8395.39,12.6464,395853,120.67,5.90735e+06,1448.81
8366.94,12.101,395700,123.492,5.9052e+06,1443.11
8376.32,12.1949,395754,119.428,5.90579e+06,1439.92
8370.78,12.342,396042,118.606,5.90804e+06,1428.83
8369.54,12.2948,395550,119.087,5.92126e+06,1425.28
