10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
128.936,15.1203,2665.27,127.911,172954,1497.07
124.381,13.0807,2348.4,123.133,169793,1499.84
120.592,12.9693,2675.74,123.891,170544,1483.25
127.384,12.9722,2640.84,127.303,169899,1468.67
135.966,12.9561,2572.96,122.596,169408,1494.58
