10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
21.3546,6.3673,371.57,40.2787,16868.4,436.447
18.4816,4.5517,372.299,38.9296,17029.3,432.264
16.3627,4.4503,351.418,38.8113,17252.5,434.889
17.0207,4.4772,398.424,45.263,16777.7,455.305
16.8192,4.3924,376.937,38.7524,16833,431.86
