10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
176.756,13.5329,17008.3,125.897,1.68824e+06,1490.93
177.576,12.9357,16797,123.273,1.68137e+06,1486.43
174.589,12.8877,16761.6,122.735,1.67961e+06,1486.37
174.124,12.8935,16781.3,123.298,1.68597e+06,1479.76
174.349,13.0128,16845.7,123.266,1.70157e+06,1462.59
