10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
47.7735,14.751,559.206,131.642,6303.4,1475.39
36.8896,12.8842,553.386,122.411,4214.92,1467.63
33.6202,12.814,520.131,122.161,5217.31,1479.33
35.3725,13.0611,454.238,122.926,5592.96,1469.57
48.5158,12.9048,572.042,123.126,5387.57,1459.8
