10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
178.227,13.6021,17185.6,125.916,1.68902e+06,1501.23
172.606,13.0263,16854.8,123.422,1.68067e+06,1480.08
172.645,12.7966,16722.3,122.586,1.67915e+06,1469.21
167.851,12.8593,16715.8,122.045,1.68521e+06,1468.05
169.313,12.9399,16809.5,122.079,1.70058e+06,1464.08
