10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
25.2715,5.4885,423.65,50.1333,9260.69,573.763
17.1009,4.8388,366.893,52.1775,8268.67,523.179
16.8564,4.719,391.542,44.5997,8709.5,541.958
16.7548,4.5722,395.286,50.764,8664.18,515.122
17.6355,4.7214,370.454,46.0503,9404.74,533.951
