10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
130.877,13.6942,2765.09,127.313,60833.2,1487.53
122.974,13.1125,2674.77,122.873,58648.2,1477.87
138.168,13.308,2697.39,122.593,57907.8,1482.37
126.921,13.0606,2627.33,126.701,59174.9,1506.7
105.783,12.9781,2572.76,122.098,55169.4,1472.51
