10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
11740.7,13.1026,425387,121.914,6.21284e+06,1449.94
11740.6,12.1342,425418,121.475,6.21298e+06,1446.6
11720.7,12.0779,425351,119.764,6.21395e+06,1432.33
11751.8,12.2047,425134,119.263,6.22752e+06,1416.87
11714.9,12.0486,425478,119.286,6.21213e+06,1412.67
