10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
663.476,5.5135,11370.5,45.3035,172397,518.687
640.076,5.0343,11322.1,44.0464,171642,505.285
639.713,4.8264,11310.3,44.1761,171751,504.672
641.923,4.8236,11338.9,43.7361,171786,490.546
638.043,4.7889,11301,43.1477,171715,490.524
