10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
139.642,14.0116,2644.08,130.869,61506.4,1492.47
123.718,12.9272,2593.15,122.882,59814.1,1480.6
135.954,12.9042,2723.26,123.116,57244.9,1489.52
136.523,13.9177,2543.92,123.422,57587.1,1581.32
105.91,13.5784,2483.85,122.535,55150.1,1484.81
