10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
125.236,13.4449,2651.16,126.705,170310,1492.07
124.029,13.1103,2326.88,122.694,169372,1511.92
125.623,12.9972,2661.16,125.758,170578,1475.46
130.86,12.9882,2606.03,122.726,169830,1472.98
125.877,13.1722,2597.86,126.809,168961,1468.45
