10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
5094.61,12.897,352287,122.804,5.45624e+06,1461.6
5060.31,12.5999,351820,123.259,5.45951e+06,1455.53
5025.05,12.655,350100,120.709,5.46029e+06,1440.88
5021.76,12.7199,352780,120.64,5.44973e+06,1436.31
5024.23,12.7833,350302,128.939,5.44996e+06,1431.5
