10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
594.431,5.334,10229.5,44.5556,162699,511.347
585.471,5.0931,10277.9,47.7535,162980,512.586
585.072,4.9958,10269.4,44.4734,163638,508.308
583.639,4.8343,10308,43.9552,163158,499.452
586.414,4.9732,10282.8,44.6056,163198,486.515
