10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
19.5602,4.5746,388.348,39.7784,16829,435.397
27.5386,6.7028,399.375,38.908,17230.9,443.476
16.4999,4.3907,353.191,38.8378,16975.4,431.143
16.6577,4.3318,415.696,38.7545,16836.3,432.94
17.0991,4.3802,388.99,38.8568,16693.8,433.59
