10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
533.342,5.4484,9223.82,45.1582,149672,517.338
522.446,5.0426,9152.7,45.1085,149353,509.574
521.832,4.8594,9104.18,45.0435,149330,510.538
521.378,4.8218,9122.54,44.5399,149027,500.645
521.706,4.9189,9097.62,44.2289,149035,490.151
