10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
1718.08,13.2685,169144,122.735,4.55131e+06,1479.88
1674.91,12.8262,167575,122,4.56383e+06,1485.57
1695.28,12.7867,168582,123.143,4.55113e+06,1469.57
1677.86,12.7707,168730,122.146,4.55727e+06,1456.34
1673.43,12.7084,167668,122.513,4.54979e+06,1464.53
