10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
5.3892,5.3496,75.7185,41.155,699.89,460.476
6.9995,4.6302,74.8236,41.0878,390.972,441.785
6.0748,4.5683,48.9145,40.632,608.47,437.816
6.6694,4.4673,68.7858,39.1717,551.905,436.715
7.3504,4.4174,78.3152,40.2149,582.891,442.53
