10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
27.2609,5.0516,2454.68,46.2552,80622,525.674
24.6674,4.7445,2425.36,44.7566,80662.9,517.251
25.6721,4.7633,2428.71,45.0014,80612.2,521.576
25.0461,4.7109,2424.37,44.5367,80533.6,505.65
25.726,4.6453,2429.87,44.5873,80892.3,494.691
