10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
47.6915,13.2984,484.982,129.441,6277.52,1492.94
36.9609,12.8966,419.376,122.794,4210.67,1483.84
33.5998,13.1039,622.265,124.182,5219.95,1518.74
35.2745,13.0916,455.132,122.625,6394,1479.14
48.5341,12.9292,419.747,122.743,5385.27,1470.6
