10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
27.3976,4.5812,1687.76,39.8665,28920,435.684
24.4514,4.4459,1657.31,39.1747,28904.2,434.235
25.6306,4.4591,1669.02,38.9822,28896.6,434.427
24.6635,4.4306,1667.47,38.9428,29243.1,432.629
26.3067,4.422,1648.84,40.3788,28857.5,431.647
