10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
28.3066,4.6611,390.061,46.9439,8569.16,451.565
18.3325,4.486,389.487,39.5236,8648.39,438.256
16.6104,4.4188,375.612,39.2294,8815.11,442.948
17.3396,4.4719,368.844,39.6384,8821.88,455.304
17.2964,4.4384,370.935,40.3324,8301.01,450.761
