10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
560.398,5.5331,9270.21,45.2754,146709,511.373
543.966,5.1694,9245.69,44.7723,146979,512.5
543.835,5.0035,9213.42,44.7347,146942,508.777
542.237,4.8404,9210.35,44.3399,146737,506.675
542.448,4.9676,9224.4,44.4473,146812,487.949
