10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
530.6,5.6761,9327.6,46.4404,150766,510.051
518.912,5.1553,9269.24,44.8012,150501,512.449
520.779,5.1232,9294.59,44.9685,150486,500.854
519.591,5.004,9298.17,42.6958,150804,500.375
520.089,4.8971,9286.91,44.8365,150521,485.263
