10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
656.912,5.308,11328,44.6381,174704,502.201
644.642,5.0747,11367.3,43.3198,174833,507.133
647.697,4.9965,11336.3,43.8195,174928,496.401
645.285,4.8667,11341,46.3648,174949,490.4
646.704,4.8404,11337.9,42.4738,174821,480.638
