10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
25.7431,5.9828,376.166,46.6279,24856,521.514
17.6129,4.7283,346.597,45.0997,24683.9,516.443
18.7201,4.7471,378.876,44.6009,24561,520.477
18.8027,4.8492,386.592,45.5087,24815.9,519.572
18.4141,4.647,363.016,44.7563,24850.3,501.864
