10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
5140.12,13.087,353636,122.775,5.4478e+06,1473.3
5042.93,12.3929,353556,121.727,5.45124e+06,1472.48
5025.34,12.3966,351990,124.875,5.4501e+06,1457.53
5021.21,12.2655,353485,119.911,5.44148e+06,1450.4
5010.93,12.6233,351866,120.496,5.43995e+06,1448.24
