10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
8378.88,12.7087,394140,122.612,5.89738e+06,1458.4
8398.6,12.1355,394157,121.507,5.89445e+06,1456.18
8374.72,12.1673,394085,120.304,5.89343e+06,1443.64
8371.48,12.2595,394182,119.623,5.89725e+06,1433.05
8375.05,12.26,393659,121.21,5.90991e+06,1429.67
