10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
5148.22,12.9683,351783,122.851,5.48037e+06,1475.23
5062.26,12.5874,351276,122.63,5.48259e+06,1461.04
5023.66,12.5195,349620,120.627,5.48363e+06,1451.99
5031.8,12.5482,352949,119.885,5.47347e+06,1485.08
5037.84,12.3808,349798,119.231,5.47222e+06,1443.28
