10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
21.8733,5.3685,444.189,51.5638,8759.85,515.172
16.8441,4.8092,364.325,44.7314,8162.79,518.068
16.9082,4.7237,400.636,44.7233,8201.01,521.908
16.7566,4.7773,382.599,43.9532,8467.58,501.459
17.6426,4.7667,370.191,43.7327,8616.8,503.185
