10000GiftWrapping,10000DivideAndConquer,100000GiftWrapping,100000DivideAndConquer,1000000GiftWrapping,1000000DivideAndConquer
17.9972,4.8804,361.974,45.8269,25008.6,520.841
17.4758,5.4352,361.822,44.7553,24915.7,516.461
17.8885,4.6358,365.899,44.9207,24895.5,516.701
18.0607,4.8068,367.952,44.9975,25001.7,507.034
15.9669,4.7677,375.309,44.1998,25036.5,501.98
